"userID","qnNum","qnRT","soundFocus","volume","volumePer","playNum","rateTime","valRating","arouRating","averRatingDef","arouRatingDef"
"US4N4TSJ",19,8237,"Pink Noise",3.09029543251359,0.5,1,2,49,53,59,61
"US4N4TSJ",20,8679,"800 Hz",3.09029543251359,0.5,1,1,37,66,37,50
"US4N4TSJ",21,11442,"Brownian Noise",3.09029543251359,0.5,1,2,54,44,44,55
"US4N4TSJ",23,7213,"Dentist Drill
(Freesound)",3.09029543251359,0.5,1,1,36,89,52,38
"US4N4TSJ",24,8437,"White Noise
(Bacigalupo & Luck, 2018)",9.54992586021436,1,1,1,38,66,45,52
"US4N4TSJ",25,9722,"Piano Melody
(IADS-E; Yang et al., 2018)",3.09029543251359,0.5,1,2,70,53,50,46
"US4N4TSJ",26,11003,"Cicada
(IADS-E; Yang et al., 2018)",9.54992586021436,1,1,1,72,46,37,65
"US4N4TSJ",28,7830,"White Noise
(Bacigalupo & Luck, 2018)",3.09029543251359,0.5,1,1,39,62,44,58
"US4N4TSJ",29,10955,"Scream
(IADS-E; Yang et al., 2018)",9.54992586021436,1,1,1,19,80,38,39
"US4N4TSJ",31,7490,"Pink Noise",9.54992586021436,1,1,2,29,71,53,39
"US4N4TSJ",32,10810,"Sea Wave
(IADS-E; Yang et al., 2018)",9.54992586021436,1,1,2,48,53,35,63
"US4N4TSJ",33,6365,"White Noise
(Bacigalupo & Luck, 2018)",3.09029543251359,0.5,1,2,42,62,58,45
"US4N4TSJ",34,6466,"Metal Screech
(Zald and Pardo, 2002)",9.54992586021436,1,1,1,42,60,62,49
"US4N4TSJ",35,6743,"High Frequencies
(Zald and Pardo, 2002)",9.54992586021436,1,1,1,37,71,56,63
"US4N4TSJ",36,7038,"Metal Screech
(Zald and Pardo, 2002)",3.09029543251359,0.5,1,2,40,67,63,65
"US4N4TSJ",37,8638,"5,000 Hz",3.09029543251359,0.5,1,1,43,57,59,38
"US4N4TSJ",38,10258,"800 Hz",3.09029543251359,0.5,1,2,34,71,39,62
"US4N4TSJ",39,8214,"Scream
(Morriss et al., 2015; 2016; 2020)",9.54992586021436,1,1,1,19,77,51,36
"US4N4TSJ",40,7131,"800 Hz",9.54992586021436,1,1,2,26,79,43,62
"US4N4TSJ",41,13592,"Piano Melody
(IADS-E; Yang et al., 2018)",9.54992586021436,1,1,1,67,68,38,54
